lyrics,mood,embedding,reduced_embedding
love thing describe sound foolish even try love arrow point tell got love verb noun well find dictionary l give description spell say love fire control burn middle leaf hole,3,"[-0.02241829 -0.00482962  0.00363259 ...  0.00896732  0.0035807
 -0.04586063]","[-0.031076094739357803, 0.0300729907180436, -0.047853159255577954, -0.09624167474674797, 0.0010188920182092542, 0.005735567976169817, -0.008462456961721414, 0.018275494023204216, -0.11577254119267631, 0.08181230153172848, 0.05652158516685053, 0.034100093527082063, -0.05708416581307822, -0.04021023139094557, 0.039073668182693644, 0.03495596817967016, -0.027912468247989163, -0.0682763336400446, -0.017103838373305463, 0.02244824929889625, -0.04297106669918992, 0.036717957621147435, -0.04304813340870854, -0.04896184605354244, 0.04093867047678521, 0.0776930674621853, -0.06402472959279756, 0.008766288892405487, -0.018920602448646615, -0.02213268983341587, -0.0022669447073123145, 0.06438888255826551, -0.045010933702965855, -0.008191587595848331, 0.007481058952312552, 0.014521331713633123, -0.05894069421309775, -0.024575797176878026, -0.022012335788254147, -0.01945883046072724, 0.018906034583716848, -0.024448853406082296, 0.061997093520672834, -0.05105776548822678, 0.0016487531713265313, -0.007417736204088965, -0.003470624470749923, -0.020020412393698627, 0.0021290705885456387, 0.026489839627687074]"
youth spring lot haunt wide earth spot could love le lovely loneliness wild lake black rock bound tall tree towered around night thrown pall upon spot upon wind would pas still melody infant spirit would awake terror lone lake infant spirit would awake terror lake,3,"[ 0.00506694 -0.01686289 -0.00044201 ...  0.00216506 -0.00384226
 -0.03159942]","[-0.0014015972469049829, -0.13576059418548886, 0.08008047815385604, -0.07595496784126715, -0.009056670844186779, -0.07813872336646242, 0.03567649752942936, -0.009549037257707515, 0.02599018369708717, 0.010097604368666377, -0.02205808653785979, -0.014716417978952028, -0.09134944716552404, 0.08276718711466909, 0.06068900369810942, -0.015401799549717852, 0.040544331408551085, 0.004766820210095564, -0.03368287124035062, -0.005997292034338234, 0.008653664910995023, 0.053002536873448775, -0.002416132865249792, -0.025001669231129387, 0.015805618206079484, -0.027218577846986516, 0.02625197633802944, 0.010322991138188485, 0.011373365226007964, -0.0029688592052542406, 0.019003206032362538, 0.0043186780889640265, 0.01405637384042525, 0.0070934149713947625, 0.02897373235861427, 0.05729953830110712, 0.007500432961669618, 0.00911333164660552, 0.04061779339528974, 0.0006725775572123662, 0.02865370021182483, -0.04375962404290279, -0.02333076960151433, -0.021185404631386857, 0.018741666340794084, -0.015420984306905468, 0.008332340376494394, 0.012297569544339752, -0.013759361860967092, 0.0006592140533848835]"
feeble lead decline enshrined owning deep mourn abandoned plain said sombre sleep misty shade gulf sky like past worn memory bird song fill whispering breeze autumn melody ulnar pale grim shape evening sight renew,3,"[-0.00150107 -0.00868984  0.00831414 ... -0.00576424  0.00248728
 -0.0215124 ]","[-0.012821644443419558, -0.23392015603530544, 0.037194945778579264, 0.0007741630697039033, -0.03328546004637538, -0.04886985596320139, -0.0033831825293377696, 0.006229756592064887, 0.006834101109196443, 0.02635798947518787, 0.0634584387200898, 0.054697046526646205, -0.036999077312205045, -0.014807458335260756, 0.03865006641506262, -0.0030871093727827493, 0.002973284748286882, 0.015354365962321788, 0.009621791606053627, -0.04076753616112083, -0.055277583709006095, 0.04839019020715953, 0.015874378409604883, 0.00674787783892802, -0.04638686845723788, 0.03233707677607065, 0.05985260168705999, -7.515812523409377e-05, 0.018735247822331436, 0.01939817765766395, -0.010871516199665253, -0.0622574821707068, 0.025178541996971008, -0.03701239820790379, 0.0009167294685804582, 0.030979399165489335, -0.00233601124591463, -0.007051030935961745, -0.04400184479557146, -0.04286516359967568, 0.01898836916188737, 0.0009772049316206378, 0.029026842391490077, -0.02370118226179335, 0.03447525986192253, 0.017037408856859157, 0.02980036404054963, 0.010622128831556886, -0.006400916129007626, -0.03967889186871442]"
last time saw richard detroit told romantic meet fate day cynical drunk boring someone dark cafe laugh said think immune look eye full moon like rose kiss pretty men tell pretty lie pretty lie going realise pretty lie pretty lie pretty lie put quarter wurlitzer pushed,3,"[-0.02005672 -0.0056885   0.01647418 ... -0.0059029   0.01379072
 -0.02022271]","[-0.009655683402261264, 0.021335653647371857, 0.04167384903831378, 0.05153498145472578, -0.016757842315226524, -0.03490394681562088, 0.09800826348242904, -0.09654997460855587, -0.03701425605977168, -0.05399072200722153, 0.03433960480630347, -0.031182702296441815, -0.035320391105312494, -0.057978588962096005, 0.0014547063948418303, 0.00673242980882727, -0.024973416519896693, 0.04960257190700445, -0.011332704569392763, -0.050089971036465085, 0.04068132290166397, 0.011298128117239195, -0.0005906009979723658, 0.03300083125107081, -0.015049345770478851, 0.019672309797257616, -0.043850579679653424, -0.03859136238874929, 0.023667956183728245, 0.006962884475052988, -0.04284246555959057, -0.0022040513648908227, -0.008289533652143221, 0.0106648622943579, -0.02858226032782827, -0.04129087262003117, 0.019824624292132987, 0.01648362879015425, -0.0486140533519284, 0.002401177760441447, -0.00048065627035573627, 0.003026534250911808, -0.011456811869219654, -0.03199834761360437, 0.00976551398790575, 0.02297344243462437, -0.02398902103343748, -0.03191988943708942, 0.025006663979195404, -0.001789330491587183]"
stole key sky leave place final time cry word goodby met tonight burning dark time grown fear thing never understand time fight fire fire baby tonight world belongs boy love love boy love city city light,1,"[ 0.01629899 -0.0262078   0.00650139 ... -0.00665643 -0.00033935
 -0.00448256]","[-0.057926494868559046, -0.03802016850884891, 0.028250907415975066, -0.0047353570448929565, -0.06789454559784708, 0.029385031719680463, 0.10901024536968124, 0.02989629634156217, 0.020557815354870126, -0.04929230519474658, -0.0555725202856718, -0.02025801182310897, -0.014071511612836459, 0.0023369683956685375, 0.05059243120973981, -0.024514261456345804, -0.032967191965473354, -0.03419412661778321, 0.005773105809685533, -0.011398659874455336, -0.011325846745099398, -0.0048381910382437375, -0.03224964862034445, -0.07749479651919505, -0.029878700865485053, -0.032396590624266246, -0.00911498626332832, 0.03883843811714129, 0.03037269600170421, -0.05689680694421168, 0.00987536160153978, -0.025027792600444004, -0.03779415877620695, 0.046002548633559764, 0.014479224598467792, 0.006335422051241228, -8.734546666689051e-05, -0.004587437521582203, -0.03399639568398422, -0.00406707122143805, 0.053312979152431696, 0.034842436479007866, 0.03838904061830694, 0.01408354137809827, 0.012005917562208679, 0.0015209715273280485, 0.04402543716557218, -0.012194374419412802, 0.052345155770091426, -0.005805794270299976]"
get knee anything even walk upon water ill give body disease sick need sick pain lay cross pray bleed like holy rain gotten sick pain,3,"[-0.01269603  0.0039805   0.01708901 ... -0.00975844  0.00904751
 -0.00406769]","[0.09625263536966754, -0.0016500001070441585, -0.060209993780008096, -0.05175739423249361, 0.048376441722772764, -0.020978445740601214, -0.053672275533465694, 0.02430041186824677, 0.03561331107111771, 0.027589812704757483, 0.0303163879762417, 0.050818911496247815, 0.113541878493689, 0.07796764263356959, -0.08862808164293146, 0.023792302962598613, 0.04768815036871666, 0.029313794392251465, 0.03583193605815242, 0.09397836802078743, 0.04421142776461813, -0.03596113575327163, 0.0035410621519908303, 0.08183713042436933, 0.06488453290952478, -0.014973115064188625, -0.08904717154030029, 0.00916916788883679, -0.014445058408954017, -0.047712768552508486, 0.007067168111754325, 0.0075198253799077935, -0.02265713761217043, -0.02170119780902633, 0.016599429892271124, 0.016559846797254692, -0.016055709882652376, 0.027224780342137562, -0.00846901110708536, -0.013858100557427942, -0.029558446018881114, -0.02501740800478445, 0.05047297249341032, 0.02248077582959448, 0.02241935934884943, -0.03482986486395514, -0.0029468786236054732, -0.022572031942829366, 0.012146442864535346, -0.051537953063710625]"
nothing grating norm something conform one understands given useless byproduct soulless meat gone sing tragedy open wide eat worm enemy enemy reality world forgiving,0,"[ 0.01107657 -0.01805173  0.00555572 ... -0.00814002  0.00533949
 -0.02896089]","[0.13536498096540914, -0.039417207378614365, -0.06815828256121595, -0.051663226844187345, 0.017888322720645406, 0.012866028435180171, 0.002655827357913835, -0.03916615463009725, 0.05429023710731789, -0.04641468538370505, 0.0359309148935078, -0.054753694676407866, -0.02506712778039957, 0.010539142387992138, 0.05750822598046934, 0.04388203454167885, 0.024998637099927053, -0.007084093366533659, -0.009059757002986845, -0.039590353780189505, 0.006579468535368009, -0.03152098056931042, -0.00019423032939422394, 0.04272829605195228, -0.02466912935541985, 0.016823357464545635, 0.011683623042793967, 0.022714809466011825, -0.007902207049372775, 0.04496456462937953, 0.018024835462839596, -0.06921556501205638, 0.0025596972937388805, 0.026205924037828114, -0.10068434558524247, -0.012215798863944818, -0.06410217543555925, 0.04215524552024645, 0.016625619647208312, 0.02245039774640582, 0.03324730734415056, 0.004146928609329628, -0.05624729208575444, -0.009326870241012544, -0.007909474104824376, 0.017300265890445848, -0.030018742000578472, -0.03500744704779261, 0.0457058350641578, -0.01504094029636386]"
without pretty pink ribbon would end like without pretty pink ribbon would float sea without pretty pink ribbon would say pleased without sticky little kitten ticket could never free without tight little denis virtue would go unknown without room live,1,"[-0.01983695  0.00139198 -0.00247789 ... -0.00564745 -0.00379378
 -0.01949112]","[-0.0327625913968078, 0.012218625909134879, 0.023333951301668276, -0.02164403322396842, 0.02909562331556085, 0.0363135541564439, 0.04939188601878334, -0.03576740504834773, -0.015165071899840366, 0.001945786280526012, 0.052041909469223664, -0.04938741015924115, -0.05274839750508912, -0.058742024761600946, 0.008247296468994204, 0.034295438247926704, 0.08324755724680373, -0.02685620025362738, -0.0670575639573419, 0.003606026170041285, 0.05962699544932145, -0.03587613782688117, 0.018509853791060085, 0.0363146255993253, -0.013754641459589344, 0.011695464054359285, 0.029939375616011146, 0.053590989187819654, -0.04067851924119553, -0.009441703155838695, -0.09134047423408657, -0.07037328459763632, 0.04901051351314042, -0.0007518557171748405, 0.041952137579113195, 0.0231541707793899, -0.002251029271216793, 0.039369481786028636, 0.048129976473022876, -0.0013988437970519107, -0.019808442652595546, 0.050325328238953054, -0.05911196058451326, 0.03179847425886296, -0.01036935582961599, 0.008029361193087496, 0.0013227948825100292, 0.02274192827730135, 0.029321125605560334, -0.011680502843129407]"
ignoring loss sight afraid blink might lose sun make behind every lie burden within yes sight suffering kept within disposable men lost inside negative place underground look connect refusing rust,0,"[-0.01554126 -0.01108478  0.02417216 ... -0.01104248 -0.01257263
 -0.01751565]","[0.0403562373536953, -0.13503997053370873, -0.0842093489198073, 0.050856185362012474, -0.04769242504231579, -0.023718199181564828, -0.036269489837876916, -0.01458086595119502, -0.08887016313375815, -0.010789228361827994, -0.011113778727207705, 0.02662352041411706, 0.04005789197616941, 0.04983211869917412, 0.04240846454989692, -0.031084153743905035, -0.03924119207352762, 0.015770690381640824, -0.026600558870014005, 0.011490949505385054, -0.007644803024881581, 4.912419343318241e-06, -0.007724771876786137, -0.00459308231332255, -0.04955584779711152, 0.04649343801662262, 0.02735617109913295, 0.015002743060354895, -0.01728121989228478, 0.010522013658840914, -0.06587715740755792, -0.018607448742540566, -0.04079788475369988, 0.03830497113050359, -0.016777979228953424, 0.018478030579107813, 0.02825884535278364, -0.0314507997360995, 0.02630445336736884, 0.041174729123881176, 0.028490574729902556, 0.0006721016020479854, 0.010256702872090163, 0.007833313219312795, -0.007066392621721534, -0.036058385690645685, -0.007769815718991798, -0.014006187718634142, -0.029588558490135704, -0.0007563940525466852]"
bloodletting archaic method transfer well face mass denial bitterness feel mode,0,"[-0.01367534 -0.00887963  0.03261375 ... -0.01645067  0.00798088
 -0.01902469]","[0.14870799367584103, -0.07409781498020596, -0.06973853275155165, -0.057878620824215764, 0.04793349613407245, -0.08704864601292095, -0.0525278179297804, -0.011209230708440274, 0.0628112241531191, 0.04527358182693447, 0.06829390643501383, -0.015491831924567457, 0.04428308830662969, -0.020196480650071368, -0.03910902415850329, 0.03374590383931957, -0.008027245211499778, 0.005138877783072123, 0.04451285587768395, -0.0005714592032074808, -0.04975096997622531, 0.000851326498420042, 0.017016261790863418, 0.04098641891140664, -0.025309413227987913, 0.04460718942971332, -0.1129625731317423, 0.018648018248669945, 0.0873677930971485, 0.006571072458974268, 0.006622339220272966, -0.0338257491134007, -0.005384032295775322, -0.019132806526470238, 0.004878320087532581, -0.040471893674069365, 0.009208378279545062, 0.018583110266261863, -0.015372167260393522, 0.028453557809028248, -0.01818307090695553, -0.032220673053146714, -0.05481012789590647, -0.0007669931793463646, 0.029786693664386014, 0.009736580193583474, 0.004655897593075678, 0.026692446828471012, -0.0029083369813104496, -0.029311163133738084]"
good mourning key feel good something right something coming fuck miller intruder homicidal man see coming run fast bloodthirsty demon talking street hack victim like piece meat bloodthirsty demon sinister fiend bludgeonous slaughter evil deed hammer cold piece bloodlethal steel grin write pain deal swinging hammer hack head defiant defile next dead unless hammer sadistic intent founding surrounding slamming head yeah body convulse agony pain,0,"[-0.0152401  -0.00130711 -0.00152453 ... -0.02032013  0.00969071
 -0.01007034]","[0.1424864165848431, -0.015207989313663375, -0.03486327172503212, -0.05936597232436248, -0.09121577296203566, -0.033207853872648574, 0.06148289855854243, -0.005856956400970234, 0.05151541168659686, 0.010187753062488605, -0.007164826717351045, 0.03442298861403081, 0.034456493214096565, -0.01033438459385605, 0.025836485933242576, 0.039108867204510844, -0.0393709790587981, -0.04058519289595695, -0.02512741519854796, -0.07029841237974438, 0.03662972369992773, 0.016411593470781534, -0.0395536186078109, 0.011671220811959088, 0.0786705027235177, -0.0017559704012087252, 0.0031401564641397673, -0.02852938300381282, -0.013085225967737271, 0.026349325531176117, 0.027820203674662983, -0.023570626805141333, 0.0774926620503215, 0.002115452797603233, -0.06997475809675234, -0.07058346493286993, 0.02884345717542992, -0.010230787753650002, -0.09011955700192804, -0.025700769142428612, 0.01465586046758635, 0.0006531057481125355, -0.043901179039492706, -0.05497725790464481, -0.008860429131038221, -0.014113305791959404, -0.027869057307747778, 0.016634980608081443, 0.054127308726484746, -0.035847229529537096]"
must talked girl used live street noah year remember said old boyfriend packed headed back east always knew someday would go got new job doubt last noah let u take drink never think past noahohoh say funny life burn fast another wasted day boring life boring town old crowd noahohoh used say would never stay trotting today noahohoh old crowd always around always thought would first go old crowd drag another day boring town,1,"[-0.02075077 -0.01699914  0.00213348 ... -0.02481848  0.0040093
 -0.01573486]","[-0.018684682966963323, 0.0982535479502052, 0.02296675599983121, 0.1321015262497925, 0.005961563266491832, 0.022325241985432558, 0.10198694707708506, -0.051827265096487204, 0.04047717237448361, -0.0204986904696235, 0.009867196177412735, -0.0022795534941288777, 0.012929907062021097, 0.03417665967746549, 0.00427524196554698, -0.006057983126576139, -0.0013196411733699459, -0.012329381030724748, -0.037712661814353544, 0.006834991868367106, 0.0011176351675663545, 0.008608123443946956, 0.07761117692047324, 0.0067978778250310954, 0.012513339123127356, -0.03277689832339332, 0.02835119215486755, 0.04424855954623098, 0.06398819214829142, 0.0009367493060442314, -0.05381302572884522, 0.05149099570341788, -0.044404248567057755, 0.00978073066410266, -0.006584417116469341, -0.0028886057408415125, -0.060087963475377607, 0.009242205298402863, -0.016119477359086302, 0.012826542159383626, 0.01920588935376636, 0.012508647722313701, 0.04086201952361738, 0.05020114477628144, -0.03691145133521433, -0.007849984567295718, 0.02049714722083648, -0.00674114573100211, 0.024545181952584982, -0.03371244398022379]"
matter soul fire infatuation true desire thrill discovery divine intervention cruel cruel change pain rejection walk away think joy shared decide need wondering care,3,"[ 0.01576203  0.01145401  0.00773809 ... -0.00072694  0.00029116
 -0.03040792]","[-0.014357502121384712, -0.061513842290981176, -0.11695729002968058, -0.10090849170316483, -0.0019004263221309658, 0.012021106939987695, -0.0330387891323795, -0.06092985014518842, -0.0092127433775222, 0.040739533570978606, -0.016393582458948706, 0.00017033407523723006, 0.02082358867287919, 0.04390954061280343, -0.033797537290921414, 0.02233410560053384, -0.0019282739579403016, -0.0041170993495646836, -0.04494092950076813, -0.05302677520645028, 0.013512427892522284, -0.02259035252399369, -0.06047673914157752, -0.05672376464583096, 0.03557189944445234, 0.053337212859777224, -0.043178166089499516, -0.0070065375918903685, 0.06527833223399102, 0.03491376402094317, -0.015597816434714327, -0.03699759297045272, 0.00040843795999660445, 0.005599634278591458, -0.009264706724107615, 0.004290863257869908, -0.001857446735732356, -0.040966257509417126, -0.007620595451445591, 0.019028625388882375, -0.021571311989191617, 0.0027886750714116574, 0.00827815247941399, -0.0022558846870961904, -0.01937252964529112, -0.021959715316522306, 2.2533314572077557e-05, 0.04513649119066552, -0.0002683848560733358, -0.02924083057632159]"
kept warm light lantern sight everything tonight presence slackens pattern pock healthy calm scorn behind back promise would put trace reverence left immemorial fire eye would perish given signal slightest touch soul painted prophet flesh,3,"[ 0.00159489 -0.00477754  0.022542   ...  0.00051843  0.0163903
 -0.03024587]","[0.02876575561333593, -0.15313172568930664, -0.008536245583679502, -0.02870394289371081, 0.007219806393737763, -0.07248277520041342, 0.022001860692532623, 0.0115094776345795, -0.058009464928507774, -0.03697786664007099, -0.00016423427313611282, 0.06149279245320992, -0.0181876889795516, -0.014846915491305348, -0.054911604830106556, 0.0411369049809392, -0.013276404134966184, 0.001280544262139803, 0.006010266267242821, 0.021224929439896578, -0.06299318533372911, 0.05005062571452761, -0.02757169728825908, -0.03800774121394839, -0.07758412472556513, 0.010422065986209523, -0.0058275833753772145, 0.03926509984078175, 0.011251184213556384, 0.004881937108618801, -0.10964683544137624, -0.017387892157873907, -0.002799249551466405, -0.03391800579596044, -0.010628977486556383, 0.04367272110182301, -0.010036080578560383, 0.0037881433633580267, -0.01332745125147603, 0.02072803561087629, 0.017459129979547714, -0.03563720097735626, 0.008801058894008352, 0.007615000218827317, 0.014179749578175206, -0.040993820006136716, 0.005956715314500347, 0.006309906128346741, 0.02026640585843769, -0.01735264463947912]"
graffiti decoration sky dust constant wave tension top broken trust lesson taught learned never true find question point finger guilty association point finger want run away never say goodby want know truth instead wondering want know answer lie want shut door open mind paper bag angry voice sky dust another wave tension filled talk taking action word never true,0,"[-0.00769864  0.0134554   0.0068241  ... -0.02512042  0.0158793
 -0.03814888]","[0.058267569186372464, -0.02237019889663633, -0.0653409203005635, 0.030716926296754415, -0.04712999094857641, 0.053827270076838844, -0.014519740476851251, 0.01720256860482457, -0.07022149988390713, -0.0093876819879111, 0.01365719902567751, -0.010619596168071984, 0.00726641182916271, -0.03690444193268853, 0.028937537607883163, 0.02754952417486952, 0.05425333485908757, -0.04271336902340109, 0.011033633903425386, 0.0071418324590515015, 0.033562176311133486, -0.03608420453026194, -0.040209173702633196, -0.009790317697537352, -0.05389983876514378, -0.02021659854852572, -0.025941578639040393, 0.014207561196574363, 0.026599511757953727, 0.014785863562394717, 0.024900446243044737, 0.01170413243360776, 0.0014375894218271962, 0.0341090941850975, 0.0028529137276432333, 0.010949679922326342, -0.0013902188353389412, 0.0013097705054523308, 0.0502529464216517, 0.03151698711187572, -0.03678011786710917, 0.01851815529430078, 0.058857904171331514, -0.03853743920195786, -0.03175153067400075, -0.03384889125956564, 0.031121856106877344, -0.0061962075384537525, 0.05788181767423779, 0.016233345648123183]"
week pocket suchos read word harsh crawleth amongst sacred water devoureth flesh sacrificed unto pua ashemu pua ashemu mesh u week mesh u week,0,"[ 0.00315823 -0.00187969  0.02059519 ...  0.00094331  0.0314333
 -0.0165205 ]","[0.140995482943263, -0.05522519638508786, -0.008656022870244024, -0.07393750055345721, 0.07439737829548368, -0.01963213281384128, 0.010791248178926538, 0.01966235669320892, 0.019418683356219806, -0.020783918944359873, 0.0025084979822920135, 0.07827084211469934, -0.020590017179451265, 0.04160065100240221, -0.04761114342646402, 0.01490606987461551, -0.008131814964830942, 0.01490259133159281, 0.05212943628428403, 0.01877530843744898, 0.006063033604146684, 0.01960011095004331, 0.08569301177554003, 0.06858990118436302, 0.0076675950754762695, -0.017207567761215164, -0.01914648298718539, 0.07886528789078731, -0.03445429195417582, 0.006640695279801034, 0.06292088003550295, -0.03792487115364589, -0.05806484693674768, 0.03665764233064653, -0.00749006423643952, 0.011901660098253851, -0.006654804805483882, -0.0008569705913567523, -0.0340306454780265, 0.020116823388393424, 0.031109740297379184, 0.03292971577468522, 0.019350015108499676, 0.002250853500482406, 0.040060395076911816, -0.0461075724369802, -0.005531205378438237, -0.009359186939289521, -0.032681567068308645, 0.010390857396620398]"
mystery want stand stare liable ear smell ocean hair know damage leave tangled knot ohohohoh reappear see neptunian blue eye forgot eye forgot neptunian blue eye forgot clue eye forgot eye forgot still feel alive ofs flashing alarm going head want grab kiss maybe sit sense washing u yeah feel right ofs flashing bomb going head want grab want scream iting,1,"[ 0.0008798  -0.00575804  0.00767511 ... -0.00577858  0.00700756
 -0.0213342 ]","[-0.016061751846115226, -0.020720370244200644, -0.00989684053319549, -0.06896073944680914, -0.05523782852958112, -0.06012743409178056, -0.06552515295797866, -0.022871152130508367, -0.08699753312698018, -0.00465198827953807, -0.008711463434393284, -0.011072154324283117, -0.016243108267153823, -1.5110105799412777e-05, 0.032313216854614614, -0.04335888811983199, 0.008921200205117453, -0.03320276864248825, -0.017723358529318816, -0.0009580017383538678, -0.018917313217427845, -0.07999793069339359, 0.12956921583860737, 0.0017995768950888494, -0.015207440143486566, 0.0052022045108312395, 0.0010395109703562988, 0.027068350000324197, -0.03165772776261612, -0.01690868763660448, -0.028669293280405343, -0.0034138511698138876, -0.0017857126687587073, -0.04651109008374743, -0.04119027773528948, -0.01992259142829169, 0.05841420355234911, 0.003831357731490914, -0.045163171772509544, -0.0020559283343218903, -0.030971553224454017, -0.01352992190750539, 0.05389463838309381, -0.024418055911583986, -0.015627662629327098, -0.04171442074272, 0.013184055337674251, 0.02489815713685536, 0.004629078973788361, 0.05840116740262928]"
someday wish upon star wake cloud far behind trouble melt like lemon drop way chimney top find cloud hopeless jumble raindrop tumble ground heaven open magic lane cloud darker sway rainbow highway found leading window pane place beyond sun must step behind rain,2,"[ 0.0112059  -0.00440693 -0.00091231 ... -0.00196562  0.00254324
 -0.00852165]","[-0.07877016338902922, -0.14866692976365223, 0.06801298497322614, 0.03345341963661522, -0.03882567329633389, 0.04662725759028786, -0.005943378360097895, -0.03604311608064068, -0.05013505293582797, -0.00249083241665566, 0.02150047795815737, 0.04782885941877502, 0.05813477836056799, 0.014566140856375335, -0.029185937840040376, -0.02511701501781525, 0.08223672575808076, -0.050526851478946734, -0.0787445642433231, -0.011920281009384952, 0.01744872792806582, -0.0355718172340015, -0.04649176764404438, 0.011704303022585686, 0.010396514564081966, -0.014925472715292602, 0.00652175576058084, 0.000998317626474338, -0.0024581358531144686, 0.01124889220446372, 0.010883530586076846, -0.0006612874185521598, -0.03426871113238134, 0.031209658909603095, 0.01776086664147649, -0.014576850353441464, 0.021445269077189185, 0.025302473350218936, 0.009503282893855786, -0.06119353508460901, -0.0013362122404562617, 0.03506670017916726, 0.0009481364537269154, -0.02908519819453946, 0.008013371949566124, -0.004837871908764496, -0.0076757635766972615, -0.004846984051078396, -0.018302791379717222, -0.01632513959789705]"
tiny tiny southern swedish country town two acre field gas station riding moved looking fun staring bloodred sun oh country road boulevard non light nightopen bar jacket pack playing card must jack joke queen heart heart beating beating like lingo pull drivein lingo people country want look like people city people city slightest pretty want people country wear flannel shirt shaggy jean covered dirt,1,"[-0.00698288 -0.00366299  0.0205181  ... -0.01615885 -0.00739997
 -0.01747739]","[0.05213307044951232, 0.01008313809062538, 0.1573529771045078, 0.01418822169074828, -0.02266337467804298, -0.03833702525398372, 0.0835256265845482, -0.08994501040008457, 0.025942162375115204, 0.03596152035235847, -0.0156094536860811, -0.05883428788184489, 0.0065503479635822485, 0.05871834885533216, 0.041674566074374836, 0.03194476516291896, -0.012889490332948986, -0.012575135136663808, 0.05760944108841244, -0.04591933908392568, 0.02308808027305418, -0.0018761401051630917, -0.036882728556777086, 0.013633031113892758, 0.0027822751392169915, 0.002881013977083043, -0.001826871931324775, -0.007229639048492371, -0.005361218087764013, -0.0010990694166647446, -0.06352169514183555, -0.018280932269418262, -0.01831370808557087, 0.022552144782784285, -0.0058736546866697305, 0.05034641787511245, -0.04766180403690622, 0.0010688358773816278, 0.0038019479642443566, -0.005817275049910557, 0.006055088036997573, -0.03687576247750639, -0.02345973803710767, -0.004626710309843655, -0.04244790226257314, 0.0007094126373321404, 0.004447967727241592, -0.012317350484477733, -0.014258290770511928, 0.0016648743992906945]"
still taken train retro card empty window store walk tempt mtv gently f pocket barely got twenty collar bill go show make holly still got pay bill like trade go check washing spot always never going live lavish spot always going live home mon pop shop old navy lawless trying honest say hopefully radio play doubt though pas old english yeah rocking discotech single night self respect sometimes feel like party way much,2,"[-0.01957857 -0.00523316  0.00123057 ... -0.00336269  0.01512952
 -0.01834886]","[0.00996396628743329, 0.0793322705284728, 0.07467635659370939, 0.08656868186680564, -0.05933523252948793, 0.023832424925683875, 0.0614751934511588, -0.06057105706211755, 0.03710350165125963, -0.01927898564598442, 0.027157014917143972, -0.02477683980332929, -0.03572212106998184, -0.0706173715537035, -0.03205355241406248, 0.015435088744440616, -0.009133238142375873, 0.009193021767093103, -0.03723082299025693, -0.02805577394333137, 0.011463885529746764, -0.06012466285052923, -0.025859132604097373, 0.013246572469499712, -0.07104025097889136, 0.01257839763550002, 0.04674708782942955, -0.00928042828975921, 0.02167492980208692, -0.018833334189353255, -0.0195844341446519, -0.02569933369029209, -0.022082522964282217, 0.004358886528272047, 0.01554397111189991, 0.00988083778372774, -0.02183969347989223, 0.024080744234019954, -0.00574577956749245, 0.07446134006796215, -0.04050931601269703, -0.020662685882977195, 0.04631949563918526, -0.004815839646138026, 0.06263812999404979, -0.03990648237788614, 0.03339581829647317, -0.030422180099082482, -0.01630004393729263, -0.02331152987493894]"
seen rest settled le offer much knocking upon door hesitate heard eventually quit waiting since know belong arm crazy love got open leave baby time get track give back know really love always baby time get track give back could lose forever never oh oh oh oh spend entire day,1,"[ 0.00701475 -0.01054617 -0.01018204 ... -0.00551012  0.01905868
 -0.03072474]","[-0.11538762867417567, 0.09686498312469047, -0.028835353168706675, 0.029267191202149646, -0.013001653992295945, -0.013283455241456533, -0.001600783545606023, 0.1014246848871434, 0.061364821470871335, 0.013895224441480376, -0.01807415103711406, 0.020625691465228108, -0.06011522693245718, 0.00898344467793714, -0.03625180602323133, -0.04663722206922176, 0.006634398182554794, -0.0011742681958024645, -0.013345695885876965, 0.009800378878616782, -0.004540501070925135, -0.005854217230048718, -0.03827597906085886, 0.01452839731054678, -0.05876568196101496, 0.0007128029338231277, 0.005021451392832355, -0.023170839190812215, -0.025433545325066045, -0.01925649355701737, 0.02748731967500819, 0.0027131832958653484, -0.04453785122239199, -0.021652348112370514, -0.06303449526476364, -0.033570754913989455, -0.033354253095544836, 0.009310684584318931, 0.026608204115611565, 0.056550921367939405, 0.012954509816748403, -0.008397288648787476, 0.012516304634268236, 0.02991160566521831, 0.009800024821716505, -0.017003872718951665, 0.027094283459794442, 0.07396483281291867, -0.01371430633881087, -0.02214142075415753]"
